央视,#genre#
CCTV11-戏曲,https://mgsp-hs.live.miguvideo.com/migu/kailu/cctv11hd/50/20200103/index.m3u8?msisdn=64db7dee918b4c0972c3d33d4a9beb55&mdspid=&spid=699004&netType=0&sid=5500988610&pid=2028597139&timestamp=20230312083415&Channel_ID=200300220100002&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=27.18.129.225&SecurityKey=20230312083415&mvid=5102751362&mcid=500020&mpid=&playurlVersion=WX-A1-6.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=cb1cdadb4da7e59c0fa46c3140f01061#https://tvplay.sxyssj.com/live/CZliveCCTV11.m3u8?txSecret=69b1db165d3dfe05b05219ebf103301b&txTime=640b83b0#http://39.134.165.31/live.gq.miguvideo.com/migu/kailu/cctv11hd/57/20200103/index.m3u8?&encrypt=1#http://ott.js.chinamobile.com/PLTV/3/224/3221225550/index.m3u8#https://live.v1.mk/api/bestv.php?id=cctv11hd8m/8000000#http://39.134.66.110/PLTV/88888888/224/3221225517/1.m3u8#http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000204103.m3u8#http://39.134.116.30:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV12-社会与法,https://mgsp-hs.live.miguvideo.com/migu/kailu/20200324/cctv12hd/50/index.m3u8?msisdn=51a18ed3e1d1bbb265c6d33de34102a2&mdspid=&spid=699004&netType=0&sid=5501083627&pid=2028597139&timestamp=20230312083454&Channel_ID=200300220100002&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=27.18.129.225&SecurityKey=20230312083454&mvid=5102910389&mcid=500020&mpid=&playurlVersion=WX-A1-6.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=8377bb52713abf4e55ae9f4948995cf4#https://tvplay.sxyssj.com/live/CZliveCCTV12.m3u8?txSecret=e8b6e17455fd9410a8ad06637d696e0d&txTime=640b83d2#http://39.134.165.31/live.gq.miguvideo.com/migu/kailu/20200324/cctv12hd/57/index.m3u8?&encrypt=1#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225495/index.m3u8#https://live.v1.mk/api/bestv.php?id=cctv12hd8m/8000000#http://122.136.191.47/liveplay-kk.rtxapp.com/live/program/live/cctv12/1300000/mnf.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8#http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000202603.m3u8#http://ott.js.chinamobile.com/TVOD/3/224/3221227655/index.m3u8#http://39.130.202.81:6610/gitv_live/G_CCTV-12-HD/G_CCTV-12-HD.m3u8
CCTV13-新闻,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8#https://mgsp-ali.live.miguvideo.com/envivo_x/2018/SD/cctv13/1000/index.m3u8?msisdn=4ae667501c6c802749a8d33e54e18413&mdspid=&spid=699004&netType=0&sid=2202208864&pid=2028597139&timestamp=20230312083523&Channel_ID=200300220100002&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=27.18.129.225&SecurityKey=20230312083523&mvid=2202208864&mcid=500020&mpid=&playurlVersion=WX-A1-6.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=dd8aa39a9f5ae5956ad711355ef4c402#https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8#https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mhd.m3u8?auth_key=1635962688-0-e013f973588e41599d7751a912170d78-fd33c55f8befe5c00fb32fee650348c0?zyangd#https://live.v1.mk/api/bestv.php?id=cctv13xwhd8m/8000000#http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV14-少儿,https://mgsp-hs.live.miguvideo.com/wd_r2/2018/ocn/cctv14hd/1000/index.m3u8?msisdn=577c1a697aec52496de8d33ed0574c85&mdspid=&spid=699004&netType=0&sid=5500212875&pid=2028597139&timestamp=20230312083554&Channel_ID=200300220100002&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=27.18.129.225&SecurityKey=20230312083554&mvid=5100001697&mcid=500020&mpid=&playurlVersion=WX-A1-6.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=0edb523ed61a952711ee3bbb8f2de4e2#https://tvplay.sxyssj.com/live/CZliveCCTV14.m3u8?txSecret=448ce1060c330be90d7065f957d7c230&txTime=640b8423#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225639/index.m3u8#https://live.v1.mk/api/bestv.php?id=cctvsehd8m/8000000#http://122.136.191.47/liveplay-kk.rtxapp.com/live/program/live/cctvsehd/2300000/mnf.m3u8#http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000204403.m3u8#http://223.111.143.136/liveplay-kk.rtxapp.com/live/program/live/cctvsehd/2300000/mnf.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221227201/index.m3u8#http://223.110.242.151:6610/cntv/live1/HD-8000k-1080P-cctv14/1.m3u8
CCTV15-音乐,https://mgsp-ali.live.miguvideo.com/migu/kailu/20200324/cctv15hd/50/index.m3u8?msisdn=90db208b5db63da62deed33f53058be4&mdspid=&spid=699004&netType=0&sid=5501083628&pid=2028597139&timestamp=20230312083628&Channel_ID=200300220100002&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=27.18.129.225&SecurityKey=20230312083628&mvid=5102910391&mcid=500020&mpid=&playurlVersion=WX-A1-6.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=9988d1934622a46247b2db98534bb428#http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000205003.m3u8#https://live.v1.mk/api/bestv.php?id=cctv15hd8m/8000000#http://39.135.138.59:18890/PLTV/88888910/224/3221225641/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV17-农业农村,https://mgsp-hs.live.miguvideo.com/migu/kailu/20200324/cctv17hd/50/index.m3u8?msisdn=10613c1c2b9801b4c346d33fd28ce97e&mdspid=&spid=699004&netType=0&sid=5501083631&pid=2028597139&timestamp=20230312083701&Channel_ID=200300220100002&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=27.18.129.225&SecurityKey=20230312083701&mvid=5102910396&mcid=500020&mpid=&playurlVersion=WX-A1-6.2.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgsph5&encrypt=d1b3196d2fb60a7e6fa28ad9364d476a#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225907/index.m3u8#https://live.v1.mk/api/bestv.php?id=cctv17hd8m/8000000#http://117.169.124.149:8080/live/HD-8000k-1080P-cctv17/1.m3u8#http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000204203.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225908/index.m3u8
CGTN,http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2001656801.m3u8
CCTV怀旧,http://117.148.179.158/PLTV/88888888/224/3221231544/index.m3u8
CCTV世界地理,http://117.148.179.158/PLTV/88888888/224/3221231544/index.m3u8



湖北频道,#genre#
远安电视台,http://yuanan-live21.cjyun.org/10106/s10106-yatv.m3u8?auth_key=1704038399-0-0-4d63b3e7a5ca5d8a9a6ec38a5f3ecabc
湖北卫视高清,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225740/index.m3u8#https://live.v1.mk/api/bestv.php?id=hubeiws8m/8000000#http://122.136.191.47/liveplay-kk.rtxapp.com/live/program/live/hbwshd/2300000/mnf.m3u8#http://220.194.122.56/tlivectfree-cdn.ysp.cctv.cn/001/2000294503.m3u8#http://39.134.116.30:8080/PLTV/88888910/224/3221225740/index.m3u8
荆州综合,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv01.m3u8?auth_key=1704038399-0-0-9b2442b7b11f661edfe71bc7a3a3a5a2
荆州公共,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv02.m3u8?auth_key=1704038399-0-0-35f354ebd7cf85af1104fa76d623c1c6
荆州垄上频道,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv03.m3u8?auth_key=1704038399-0-0-a0b56187fea04cf4f776c0b23cf5f547
武汉蔡甸电视台,https://46166.hlsplay.aodianyun.com/tv_radio_46166/tv_channel_1982.m3u8?auth_key=1678541314-0-0-190043928049043a802e128e094f50ad&extra_key=T8QbiQO9DSGrVDxOr_5bdYVEqDKlSvriEQq0ziRKxIKu_epNb27CNi5GR33LBOfU4IYeRGxJEGHN-1_YWxo1YqJU_jB3ixtoCNLmdUDsPKFsjYaRWwk6xMpRlwmURSeO#

其他频道,#genre#
Discovery独家,http://39.134.165.31/live.gq.miguvideo.com/wd_r2/virtuallive/5102010221/75/index.m3u8?&encrypt=1
四海钓鱼,http://39.134.165.31/live.gq.miguvideo.com/wd_r4/peoplecn/shdiaoyu/1200/index.m3u8?&encrypt=1

港澳台,#genre#
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰香港,http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8
香港卫视,rtmp://zhibo.hkstv.tv/livestream/mutfysrq
翡翠台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
澳门莲花,http://live-hls.macaulotustv.com/lotustv/5562e9e4d409d24c9600075c.m3u8
凤凰电影,rtmp://58.200.131.2:1935/livetv/fhdy
TVB明珠,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
星空卫视,rtmp://ivi.bupt.edu.cn:1935/livetv/startv
TVB翡翠,http://116.199.5.51:8114/index.m3u8?Fsv_chan_hls_se_idx=188&amp;FvSeid=1&amp;Fsv_ctype=LIVES&amp;Fsv_otype=1&amp;Provider_id=&amp;Pcontent_id=.m3u8
TVB明珠,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=&Provider_id=&Fsv_chan_hls_se_idx=12
TVB明珠,http://116.199.5.51:8114/index.m3u8?Fsv_chan_hls_se_idx=12&FvSeid=1&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=2&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=.m3u8&Fsv_CMSID=&Fsv_otype=1
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
星空卫视,http://116.199.5.51:8114/hls/Fsv_chan_hls_se_idx=233&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
阳光卫视,http://121.31.30.90:8085/ysten-business/live/yangguangstv/yst.m3u8
翡翠明珠,http://116.199.5.51:8114/hls/Fsv_chan_hls_se_idx=12?FvSeid=1&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=2&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=0&Pcontent_id=8114.m3u8&Fsv_CMSID=&Fsv_otype=1
翡翠明珠,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
翡翠综合,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv&_res_tag_=video
星空卫视,rtmp://ivi.bupt.edu.cn:1935/livetv/startv
亞旅衛視,http://hls.jingchangkan.tv/jingchangkan/156722438_0HaM/index.m3u8
港台電視31 (720p),https://www.rthk.hk/feeds/dtt/rthktv31_https.m3u8
港台電視32 (480p),https://www.rthk.hk/feeds/dtt/rthktv32_https.m3u8
無綫新聞資訊台（83）,http://61.238.6.49:8001/bysid/83
無綫財經資訊台（85）,http://61.238.6.49:8001/bysid/85
翡翠台（81）,http://61.238.6.49:8000/bysid/1
耀才財經台,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
香港衛視,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港開電視,http://media.fantv.hk/m3u8/archive/channel2_stream1.m3u8
鳳凰衛視中文台,http://221.179.217.70/PLTV/88888888/224/3221225942/1.m3u8
鳳凰衛視資訊台HD,http://117.169.120.138:8080/live/fhzixun.m3u8
三立新闻台,http://59.125.101.122:8080/live/soooli0715.m3u8
TVBS,http://pili-live-hdl.qhmywl.com:80/dsdtv/f94be038bca84147bbf132d8ddd9bb39.m3u8
中视,http://pili-live-hdl.qhmywl.com:80/dsdtv/318e4839a23f9ff15e327de9bcb31687.m3u8
TVBS新聞,rtmp://59.124.75.156:1935/sat/tv551
TVBS欢乐,rtmp://59.124.75.156:1935/sat/tv421
TVBS新闻,rtmp://59.124.75.156:1935/sat/tv551
S新闻,rtmp://59.124.75.156:1935/sat/tv552
民视,rtmp://59.124.75.156/sat/tv051
台视,rtmp://59.124.75.156/sat/tv071
中视,rtmp://59.124.75.157/sat/tv091
华视,rtmp://59.124.75.156/sat/tv111
大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
TVBS·欢乐台,rtmp://59.124.75.157/sat/tv421
东森超视,rtmp://59.124.75.156/sat/tv771
东森财经新闻,rtmp://59.124.75.157/sat/tv571
纬来育乐,rtmp://59.124.75.157/sat/tv701
纬来体育,rtmp://59.124.75.156/sat/tv721
爱尔达体育一,rtmp://59.124.75.157/sat/md011
MoMo综合台,rtmp://59.124.75.157/sat/tv761
东森新闻,rtmp://59.124.75.156:1935/sat/tv571
纬来育乐,rtmp://59.124.75.156:1935/sat/tv701
纬来体育,rtmp://59.124.75.156:1935/sat/tv721
Mono综合,rtmp://59.124.75.156:1935/sat/tv761
纬来日本,rtmp://59.124.75.156:1935/sat/tv771
